what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674409980
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510674412718
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1510674412840
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1510674415323
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1510674415357
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1510674415360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674416141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674417663
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510674418152
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1510674418157
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510674420182
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1510674420429
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1510674420434
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1510674420434
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1510674420435
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1510674420441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674436543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674460070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674464182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674484251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674486066
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674488090
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510674488316
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510674490083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674503622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674511704
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510674511735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674513343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674515311
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510674515542
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510674517302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674851787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674868332
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510674868366
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674870804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674872911
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510674873151
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510674875141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674894946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675105679
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510675105713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675107634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675109620
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510675109844
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510675111701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675134501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675150481
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510675150502
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675155201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675197210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675199267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675201348
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510675201571
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510675203367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675218641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675240174
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510675240204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675242363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675244343
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510675244577
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510675246395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675275431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675281977
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510675281998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675283973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675285950
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510675286175
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510675288107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675305741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675357344
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510675357375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675359491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675361488
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510675361717
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510675363443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675396696
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675405570
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510675405589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675406253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675406822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675430203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675477010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675480180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675495775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675497893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675499918
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510675500148
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510675501858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675526143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675568273
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510675568301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675570307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675572284
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510675572507
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510675574505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675614409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675618937
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510675618958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675621213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675623192
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510675623412
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510675625182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675632444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675678455
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510675678468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675682207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675684190
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510675684419
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510675686166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675730212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675788040
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510675788067
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675789918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675791893
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510675792126
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510675793914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675814776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675848513
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510675848522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675851583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675853619
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510675853847
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510675855603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675865635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675878217
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510675878243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675880168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510675882136
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510675882357
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1510676065352
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1510676065353
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1510676065353
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1510676065354
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1510676065354
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1510676065355
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1510676065355
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1510676065356
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1510676065356
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1510676065356
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1510676065357
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1510676065357
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1510676065358
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1510676065358
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1510676065359
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1510676065359
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1510676065359
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1510676065360
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1510676065360
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1510676065361
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1510676065361
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1510676065361
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1510676065362
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1510676065362
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1510676065363
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1510676065363
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1510676065364
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1510676065364
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1510676065365
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1510676065365
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1510676065366
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1510676065367
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1510676065368
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1510676065368
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1510676065368
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1510676065369
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1510676065369
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1510676065370
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1510676065370
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1510676065371
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1510676065371
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1510676065372
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1510676065372
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1510676065372
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1510676065373
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1510676065373
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1510676065374
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1510676065374
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1510676065374
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1510676065375
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1510676065375
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1510676065376
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1510676065376
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1510676065376
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1510676065377
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1510676065377
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1510676065378
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1510676065378
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1510676065379
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1510676065379
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1510676065380
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1510676065380
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1510676065381
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1510676065381
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1510676065381
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1510676065381
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1510676065382
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1510676065382
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1510676065383
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1510676065383
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1510676065384
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1510676065384
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1510676065385
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1510676065385
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1510676065386
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1510676065386
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1510676065387
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1510676065387
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1510676065387
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1510676065388
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1510676065388
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1510676065389
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1510676065389
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1510676065390
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1510676065390
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1510676065392
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1510676065392
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1510676065392
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1510676065393
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1510676065393
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1510676065394
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1510676065394
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1510676065394
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1510676065395
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1510676065395
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1510676065395
os,sysinfo,,,"win32",1510676065397
arch,sysinfo,,,"x86",1510676065397
