what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1510677292731
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510677294837
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677301230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677307095
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510677307136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677309264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677311286
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510677311504
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510677313271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677330701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677333863
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510677333879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677337156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677339128
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510677339357
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510677341210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677359468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677366866
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510677366881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677369179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677370661
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510677370887
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677372319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677373749
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1510677374740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677377703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677382140
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510677382147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677389948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677391939
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510677392166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677392380
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510677393929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677503096
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510677503137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677505220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677507192
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510677507417
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510677509110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677519246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677555898
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510677555929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677557879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677559880
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510677560110
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510677561830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677584327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677721647
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510677721688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677723483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677725510
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510677725752
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510677727555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677730985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677736898
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510677736914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677739399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677741394
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510677741628
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510677743919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677906579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677967676
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510677967685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677969833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510677971880
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510677972105
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510677973914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678022486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678048623
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510678048647
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1510678049833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678049849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678051099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678054216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678056536
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510678056772
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510678058520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678209130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678213353
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510678213387
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678216023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678218027
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510678218257
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510678219976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678238319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678244021
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510678244038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678247173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678249161
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510678249383
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510678251087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678261219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678267415
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510678267444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678270168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678272164
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510678272386
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510678274126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678295593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678317789
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510678317813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678319835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678321833
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510678322064
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510678323853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678341011
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678342260
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1510678344007
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1510678344038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678348428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678349641
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1510678349745
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510678349799
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1510678350112
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1510678350113
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1510678350113
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1510678350113
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1510678350113
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1510678350113
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1510678350113
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1510678350113
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1510678350113
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1510678350114
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1510678350114
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1510678350114
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1510678350114
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1510678350115
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1510678350115
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1510678350116
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1510678350116
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1510678350116
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1510678350116
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1510678350116
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1510678350117
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1510678350117
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1510678350117
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1510678350117
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1510678350117
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1510678350117
stopped,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1510678350117
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1510678350118
stopped,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1510678350118
stopped,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1510678350118
stopped,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1510678350118
stopped,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1510678350118
stopped,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1510678350118
stopped,bundle,com.altera.sbtgui.flash.plugin,13.13.0.132,"com.altera.sbtgui.flash.plugin",1510678350118
stopped,bundle,com.altera.sbtgui.gprof,13.13.0.132,"com.altera.sbtgui.gprof",1510678350118
stopped,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1510678350118
stopped,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1510678350120
stopped,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1510678350124
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1510678350124
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1510678350124
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1510678350124
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1510678370696
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1510678370697
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1510678370697
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1510678370698
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1510678370698
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1510678370699
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1510678370700
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1510678370700
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1510678370701
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1510678370701
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1510678370701
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1510678370702
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1510678370702
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1510678370703
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1510678370703
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1510678370703
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1510678370704
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1510678370704
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1510678370704
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1510678370705
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1510678370705
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1510678370706
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1510678370706
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1510678370706
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1510678370707
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1510678370707
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1510678370708
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1510678370708
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1510678370709
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1510678370709
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1510678370709
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1510678370710
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1510678370711
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1510678370711
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1510678370711
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1510678370712
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1510678370712
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1510678370712
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1510678370713
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1510678370713
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1510678370713
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1510678370714
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1510678370714
